DATE,DCOILBRENTEU_NBD20001229
2020-08-18,200.79717
2020-08-19,200.22143
2020-08-20,197.34278
2020-08-21,194.59699
2020-08-24,196.76705
2020-08-25,203.76439
2020-08-26,202.79008
2020-08-27,198.58282
2020-08-28,200.26572
2020-08-31,.
2020-09-01,202.48007
2020-09-02,189.10540
2020-09-03,189.19398
2020-09-04,182.01949
2020-09-07,180.11515
2020-09-08,170.63773
2020-09-09,177.05934
2020-09-10,173.91497
2020-09-11,171.83348
2020-09-14,170.81488
2020-09-15,175.11072
2020-09-16,182.59522
2020-09-17,187.55536
2020-09-18,186.71391
2020-09-21,178.78654
2020-09-22,180.86802
2020-09-23,181.97520
2020-09-24,182.63950
2020-09-25,181.17803
2020-09-28,184.18955
2020-09-29,178.60939
2020-09-30,178.47653
2020-10-01,176.04074
2020-10-02,168.29052
2020-10-05,176.17360
2020-10-06,182.77236
2020-10-07,179.89371
2020-10-08,186.00531
2020-10-09,184.36670
2020-10-12,179.36227
2020-10-13,183.08237
2020-10-14,185.16386
2020-10-15,184.27812
2020-10-16,183.08237
2020-10-19,182.86094
2020-10-20,184.32241
2020-10-21,177.54650
2020-10-22,182.81665
2020-10-23,180.29229
2020-10-26,172.98494
2020-10-27,175.90788
2020-10-28,167.67050
2020-10-29,161.91320
2020-10-30,160.89460
2020-11-02,167.31621
2020-11-03,169.04340
2020-11-04,175.73074
2020-11-05,174.80071
2020-11-06,168.64482
2020-11-09,181.26661
2020-11-10,187.11249
2020-11-11,188.21966
2020-11-12,186.71391
2020-11-13,183.83525
2020-11-16,189.14969
2020-11-17,188.39681
2020-11-18,190.03543
2020-11-19,190.83260
2020-11-20,193.93268
2020-11-23,199.29141
2020-11-24,206.51019
2020-11-25,209.47741
2020-11-26,205.13729
2020-11-27,207.61736
2020-11-30,207.44021
2020-12-01,208.28167
2020-12-02,211.69176
2020-12-03,214.21612
2020-12-04,217.44907
2020-12-07,215.36758
2020-12-08,216.29761
2020-12-09,216.16475
2020-12-10,222.89637
2020-12-11,221.47919
2020-12-14,222.63065
2020-12-15,224.84500
2020-12-16,225.11072
2020-12-17,226.74934
2020-12-18,231.04517
2020-12-21,224.13640
2020-12-22,220.90345
2020-12-23,226.08503
2020-12-24,225.33215
2020-12-25,.
2020-12-28,225.33215
2020-12-29,223.38353
2020-12-30,224.71213
2020-12-31,226.83791
2021-01-01,.
2021-01-04,223.07352
2021-01-05,235.42958
2021-01-06,238.26395
2021-01-07,237.82108
2021-01-08,245.83702
2021-01-11,242.86980
2021-01-12,247.91851
2021-01-13,245.88131
2021-01-14,246.94420
2021-01-15,242.69265
2021-01-18,240.07972
2021-01-19,245.26129
2021-01-20,246.50133
2021-01-21,246.58990
2021-01-22,244.55270
2021-01-25,245.52702
2021-01-26,244.72985
2021-01-27,243.88840
2021-01-28,243.00266
2021-01-29,244.68556
2021-02-01,249.86714
2021-02-02,255.18158
2021-02-03,259.56599
2021-02-04,261.20461
2021-02-05,263.41895
2021-02-08,266.47476
2021-02-09,268.99911
2021-02-10,270.90345
2021-02-11,270.54916
2021-02-12,276.66076
2021-02-15,281.57662
2021-02-16,283.25952
2021-02-17,287.95394
2021-02-18,283.83525
2021-02-19,278.29938
2021-02-22,286.66962
2021-02-23,288.57396
2021-02-24,296.05846
2021-02-25,295.34987
2021-02-26,291.67405
2021-03-01,285.91674
2021-03-02,279.76085
2021-03-03,286.53676
2021-03-04,298.13995
2021-03-05,309.78742
2021-03-08,301.15146
2021-03-09,296.85562
2021-03-10,299.06997
2021-03-11,307.08592
2021-03-12,305.00443
2021-03-15,304.60585
2021-03-16,300.93003
2021-03-17,299.95571
2021-03-18,275.06643
2021-03-19,283.43667
2021-03-22,282.94951
2021-03-23,265.54473
2021-03-24,282.10806
2021-03-25,271.08060
2021-03-26,282.41807
2021-03-29,283.70239
2021-03-30,280.24801
2021-03-31,281.31089
2021-04-01,282.77236
2021-04-02,.
2021-04-05,.
2021-04-06,272.23206
2021-04-07,273.95926
2021-04-08,274.97786
2021-04-09,274.09212
2021-04-12,276.26218
2021-04-13,278.25509
2021-04-14,292.78122
2021-04-15,292.86980
2021-04-16,292.20549
2021-04-19,294.68556
2021-04-20,289.37112
2021-04-21,283.52524
2021-04-22,288.17538
2021-04-23,291.18689
2021-04-26,290.07972
2021-04-27,293.40124
2021-04-28,297.07706
2021-04-29,302.30292
2021-04-30,299.95571
2021-05-03,.
2021-05-04,305.18158
2021-05-05,308.72453
2021-05-06,303.89725
2021-05-07,304.38441
2021-05-10,303.85297
2021-05-11,304.82728
2021-05-12,308.32595
2021-05-13,298.31709
2021-05-14,306.64305
2021-05-17,308.32595
2021-05-18,305.62445
2021-05-19,296.19132
2021-05-20,288.66253
2021-05-21,295.48273
2021-05-24,303.76439
2021-05-25,304.69442
2021-05-26,305.27015
2021-05-27,307.48450
2021-05-28,307.17449
2021-05-31,.
2021-06-01,310.14172
2021-06-02,312.66608
2021-06-03,313.15323
2021-06-04,315.76616
2021-06-07,313.95040
2021-06-08,316.16475
2021-06-09,315.81045
2021-06-10,317.31621
2021-06-11,319.08769
2021-06-14,320.06200
2021-06-15,324.97786
2021-06-16,327.19221
2021-06-17,322.94066
2021-06-18,323.73782
2021-06-21,329.89371
2021-06-22,331.79805
2021-06-23,333.12666
2021-06-24,336.35961
2021-06-25,338.57396
2021-06-28,331.17803
2021-06-29,333.83525
2021-06-30,340.74402
2021-07-01,339.63685
2021-07-02,343.26838
2021-07-05,346.94420
2021-07-06,335.73959
2021-07-07,329.09655
2021-07-08,332.46236
2021-07-09,341.62976
2021-07-12,339.99114
2021-07-13,343.22409
2021-07-14,335.42958
2021-07-15,330.07086
2021-07-16,329.76085
2021-07-19,307.04163
2021-07-20,310.14172
2021-07-21,321.25775
2021-07-22,328.83082
2021-07-23,331.53233
2021-07-26,331.22232
2021-07-27,331.57662
2021-07-28,332.55093
2021-07-29,337.90965
2021-07-30,344.19841
2021-08-02,327.32507
2021-08-03,324.35784
2021-08-04,314.39327
2021-08-05,319.48627
2021-08-06,314.52613
2021-08-09,308.45881
2021-08-10,315.05757
2021-08-11,318.82197
2021-08-12,317.93623
2021-08-13,313.99469
2021-08-16,310.31887
2021-08-17,307.35164
2021-08-18,303.85297
2021-08-19,295.83702
2021-08-20,290.12400
2021-08-23,305.89017
2021-08-24,315.36758
2021-08-25,319.39770
2021-08-26,311.86891
2021-08-27,320.01771
2021-08-30,.
2021-08-31,325.28787
2021-09-01,318.82197
2021-09-02,325.77502
2021-09-03,323.60496
2021-09-06,320.77059
2021-09-07,316.74048
2021-09-08,320.46058
2021-09-09,315.85474
2021-09-10,320.81488
2021-09-13,323.16209
2021-09-14,323.51639
2021-09-15,331.44376
2021-09-16,332.77236
2021-09-17,330.55802
2021-09-20,325.90788
2021-09-21,326.17360
2021-09-22,334.36670
2021-09-23,338.52967
2021-09-24,342.86980
2021-09-27,349.20283
2021-09-28,346.76705
2021-09-29,344.81842
2021-09-30,344.59699
2021-10-01,351.63862
2021-10-04,360.67316
2021-10-05,366.34190
2021-10-06,360.45173
2021-10-07,364.65899
2021-10-08,363.90611
2021-10-11,370.90345
2021-10-12,369.92914
2021-10-13,369.92914
2021-10-14,371.39061
2021-10-15,374.97786
2021-10-18,372.58636
2021-10-19,376.52790
2021-10-20,379.80514
2021-10-21,374.57927
2021-10-22,378.34367
2021-10-25,375.77502
2021-10-26,376.92648
2021-10-27,372.54207
2021-10-28,369.35341
2021-10-29,368.02480
2021-11-01,374.26926
2021-11-02,373.87068
2021-11-03,359.16740
2021-11-04,354.96014
2021-11-05,365.05757
2021-11-08,368.55624
2021-11-09,374.31355
2021-11-10,367.18335
2021-11-11,369.35341
2021-11-12,367.13906
2021-11-15,362.88751
2021-11-16,366.91763
2021-11-17,357.26306
2021-11-18,365.14615
2021-11-19,355.35872
2021-11-22,358.59167
2021-11-23,369.48627
2021-11-24,364.79185
2021-11-25,363.37467
2021-11-26,320.50487
2021-11-29,324.80071
2021-11-30,313.81754
2021-12-01,307.92737
2021-12-02,312.48893
2021-12-03,313.15323
2021-12-06,324.97786
2021-12-07,334.54384
2021-12-08,336.31532
2021-12-09,328.16652
2021-12-10,332.06377
2021-12-13,328.25509
2021-12-14,324.93357
2021-12-15,326.43933
2021-12-16,330.55802
2021-12-17,323.16209
2021-12-20,312.26749
2021-12-21,322.63065
2021-12-22,330.77945
2021-12-23,337.73251
2021-12-24,333.21523
2021-12-27,.
2021-12-28,.
2021-12-29,348.22852
2021-12-30,348.13995
2021-12-31,342.07263
2022-01-03,346.54562
2022-01-04,351.59433
2022-01-05,356.95306
2022-01-06,363.10895
2022-01-07,364.39327
2022-01-10,361.20461
2022-01-11,376.35075
2022-01-12,380.11515
2022-01-13,379.98229
2022-01-14,386.04960
2022-01-17,388.92826
2022-01-18,393.40124
2022-01-19,396.98849
2022-01-20,397.47564
2022-01-21,397.47564
2022-01-24,388.57396
2022-01-25,396.32418
2022-01-26,403.98583
2022-01-27,401.68291
2022-01-28,405.09300
2022-01-31,408.99026
2022-02-01,399.64570
2022-02-02,404.91585
2022-02-03,411.82462
2022-02-04,428.96368
2022-02-07,430.82374
2022-02-08,425.46501
2022-02-09,420.50487
2022-02-10,426.79362
2022-02-11,431.79805
2022-02-14,450.22143
2022-02-15,435.91674
2022-02-16,431.53233
2022-02-17,421.96634
2022-02-18,425.95217
2022-02-21,438.21966
2022-02-22,437.24535
2022-02-23,439.72542
2022-02-24,448.58282
2022-02-25,436.49247
2022-02-28,456.51019
2022-03-01,491.27547
2022-03-02,526.74934
2022-03-03,510.89460
2022-03-04,548.53853
2022-03-07,571.39061
2022-03-08,589.81399
2022-03-09,516.29761
2022-03-10,507.26306
2022-03-11,523.07352
2022-03-14,488.88397
2022-03-15,465.63330
2022-03-16,463.28609
2022-03-17,502.65722
2022-03-18,506.28875
2022-03-21,541.58547
2022-03-22,538.21966
2022-03-23,564.74756
2022-03-24,549.06997
2022-03-25,543.26838
2022-03-28,507.08592
2022-03-29,499.51284
2022-03-30,511.91320
2022-03-31,475.15500
2022-04-01,470.01771
2022-04-04,478.96368
2022-04-05,472.09920
2022-04-06,446.45704
2022-04-07,442.11692
2022-04-08,448.44996
2022-04-11,433.65810
2022-04-12,462.44464
2022-04-13,480.46944
2022-04-14,490.83260
2022-04-15,.
2022-04-18,.
2022-04-19,467.18335
2022-04-20,465.23472
2022-04-21,474.75642
2022-04-22,465.67759
2022-04-25,439.63685
2022-04-26,455.66873
2022-04-27,457.48450
2022-04-28,468.46767
2022-04-29,479.89371
2022-05-02,.
2022-05-03,464.74756
2022-05-04,489.50399
2022-05-05,496.50133
2022-05-06,504.25155
2022-05-09,472.40921
2022-05-10,454.42870
2022-05-11,476.97077
2022-05-12,478.56510
2022-05-13,496.54562
2022-05-16,508.68025
2022-05-17,499.95571
2022-05-18,487.33392
2022-05-19,501.41718
2022-05-20,503.23295
2022-05-23,509.87600
2022-05-24,512.71036
2022-05-25,515.54473
2022-05-26,530.60230
2022-05-27,536.71391
2022-05-30,544.77414
2022-05-31,555.93446
2022-06-01,541.18689
2022-06-02,.
2022-06-03,556.59876
2022-06-06,553.54296
2022-06-07,561.95748
2022-06-08,572.18778
2022-06-09,568.95483
2022-06-10,564.39327
2022-06-13,568.82197
2022-06-14,562.53322
2022-06-15,553.41010
2022-06-16,557.04163
2022-06-17,527.98937
2022-06-20,523.69353
2022-06-21,524.84500
2022-06-22,511.69176
2022-06-23,507.08592
2022-06-24,519.75199
2022-06-27,530.07086
2022-06-28,541.23118
2022-06-29,534.98671
2022-06-30,530.46944
2022-07-01,527.94508
2022-07-04,539.41541
2022-07-05,489.32684
2022-07-06,480.69088
2022-07-07,502.21435
2022-07-08,504.65013
2022-07-11,508.63596
2022-07-12,473.78211
2022-07-13,474.62356
2022-07-14,477.14792
2022-07-15,497.16563
2022-07-18,519.35341
2022-07-19,509.12312
2022-07-20,513.10895
2022-07-21,499.60142
2022-07-22,472.85208
2022-07-25,479.31798
2022-07-26,475.28787
2022-07-27,485.56244
2022-07-28,485.73959
2022-07-29,493.84411
2022-08-01,469.84057
2022-08-02,471.70062
2022-08-03,450.93003
2022-08-04,433.96811
2022-08-05,444.24269
2022-08-08,458.19309
2022-08-09,459.74314
2022-08-10,465.27901
2022-08-11,474.71213
2022-08-12,459.25598
2022-08-15,435.11957
2022-08-16,422.32064
2022-08-17,430.55802
2022-08-18,426.70505
2022-08-19,427.14792
2022-08-22,420.99203
2022-08-23,440.61116
2022-08-24,442.29407
2022-08-25,437.59965
2022-08-26,447.87422
2022-08-29,.
2022-08-30,439.94686
2022-08-31,427.59079
2022-09-01,408.50310
2022-09-02,412.26749
2022-09-05,417.27192
2022-09-06,404.91585
2022-09-07,384.54384
2022-09-08,389.68113
2022-09-09,406.02303
2022-09-12,413.86182
2022-09-13,407.61736
2022-09-14,411.11603
2022-09-15,395.39415
2022-09-16,396.05846
2022-09-19,.
2022-09-20,396.89991
2022-09-21,397.96280
2022-09-22,400.35430
2022-09-23,373.29495
2022-09-26,365.58902
2022-09-27,380.73516
2022-09-28,396.58990
2022-09-29,395.96988
2022-09-30,393.71125
2022-10-03,401.59433
2022-10-04,415.14615
2022-10-05,417.84765
2022-10-06,423.60496
2022-10-07,437.90965
2022-10-10,430.15943
2022-10-11,421.47919
2022-10-12,413.81754
2022-10-13,421.43490
2022-10-14,408.41453
2022-10-17,403.18866
2022-10-18,396.19132
2022-10-19,404.51727
2022-10-20,405.31444
2022-10-21,406.64305
2022-10-24,405.53587
2022-10-25,406.37733
2022-10-26,411.55890
2022-10-27,417.05049
2022-10-28,419.13198
2022-10-31,413.19752
2022-11-01,421.25775
2022-11-02,425.46501
2022-11-03,422.01063
2022-11-04,440.78831
2022-11-07,442.29407
2022-11-08,428.91940
2022-11-09,412.09035
2022-11-10,417.40478
2022-11-11,426.79362
2022-11-14,414.48184
2022-11-15,417.62622
2022-11-16,410.14172
2022-11-17,403.01151
2022-11-18,393.84411
2022-11-21,391.67405
2022-11-22,392.60407
2022-11-23,380.42516
2022-11-24,379.05226
2022-11-25,369.35341
2022-11-28,369.79628
2022-11-29,368.55624
2022-11-30,379.14083
2022-12-01,382.10806
2022-12-02,383.25952
2022-12-05,369.17626
2022-12-06,353.94154
2022-12-07,341.49690
2022-12-08,336.66962
2022-12-09,338.21966
2022-12-12,345.43844
2022-12-13,354.91585
2022-12-14,369.04340
2022-12-15,364.65899
2022-12-16,355.18158
2022-12-19,361.64748
2022-12-20,351.86005
2022-12-21,355.40301
2022-12-22,352.43578
2022-12-23,365.14615
2022-12-26,.
2022-12-27,.
2022-12-28,361.82462
2022-12-29,358.54739
2022-12-30,366.78477
2023-01-02,.
2023-01-03,355.89017
2023-01-04,333.52524
2023-01-05,339.81399
2023-01-06,338.39681
2023-01-09,343.22409
2023-01-10,347.20992
2023-01-11,359.21169
2023-01-12,365.76616
2023-01-13,369.48627
2023-01-16,366.03189
2023-01-17,373.69353
2023-01-18,371.03632
2023-01-19,376.79362
2023-01-20,385.11957
2023-01-23,387.68822
2023-01-24,377.54650
2023-01-25,376.79362
2023-01-26,382.15235
2023-01-27,378.03366
2023-01-30,375.99646
2023-01-31,369.44198
2023-02-01,361.42604
2023-02-02,356.82019
2023-02-03,349.20283
2023-02-06,356.42161
2023-02-07,367.22764
2023-02-08,372.76351
2023-02-09,369.61913
2023-02-10,378.47653
2023-02-13,380.77945
2023-02-14,376.26218
2023-02-15,372.49779
2023-02-16,371.30204
2023-02-17,363.02037
2023-02-20,366.65190
2023-02-21,363.77325
2023-02-22,352.30292
2023-02-23,363.50753
2023-02-24,364.52613
2023-02-27,359.78742
2023-02-28,368.51196
2023-03-01,370.59345
2023-03-02,372.67493
2023-03-03,379.71656
2023-03-06,380.24801
2023-03-07,367.71479
2023-03-08,363.59610
2023-03-09,358.72453
2023-03-10,364.48184
2023-03-13,352.83437
2023-03-14,339.99114
2023-03-15,329.05226
2023-03-16,323.82640
2023-03-17,314.57042
2023-03-20,320.72631
2023-03-21,331.17803
2023-03-22,336.93534
2023-03-23,329.09655
2023-03-24,326.08503
2023-03-27,340.12400
2023-03-28,345.74845
2023-03-29,343.26838
2023-03-30,347.43136
2023-03-31,350.70859
2023-04-03,380.02657
2023-04-04,379.53942
2023-04-05,380.38087
2023-04-06,383.34810
2023-04-07,.
2023-04-10,.
2023-04-11,386.71391
2023-04-12,391.09832
2023-04-13,383.12666
2023-04-14,386.66962
2023-04-17,379.22941
2023-04-18,378.56510
2023-04-19,377.94508
2023-04-20,368.86625
2023-04-21,369.17626
2023-04-24,373.02923
2023-04-25,363.72896
2023-04-26,350.70859
2023-04-27,354.78299
2023-04-28,360.14172
2023-05-01,.
2023-05-02,339.72542
2023-05-03,322.89637
2023-05-04,323.29495
2023-05-05,335.91674
2023-05-08,.
2023-05-09,344.37555
2023-05-10,339.68113
2023-05-11,333.56953
2023-05-12,330.11515
2023-05-15,334.18955
2023-05-16,332.81665
2023-05-17,340.92117
2023-05-18,335.47387
2023-05-19,334.01240
2023-05-22,335.56244
2023-05-23,339.50399
2023-05-24,345.39415
2023-05-25,335.07529
2023-05-26,338.04252
2023-05-29,.
2023-05-30,324.97786
2023-05-31,318.77768
2023-06-01,328.52081
2023-06-02,336.58105
2023-06-05,339.28255
2023-06-06,337.55536
2023-06-07,340.34544
2023-06-08,336.04960
2023-06-09,331.00089
2023-06-12,317.98051
2023-06-13,328.78654
2023-06-14,325.02214
2023-06-15,335.47387
2023-06-16,339.94686
2023-06-19,336.97963
2023-06-20,335.65102
2023-06-21,340.65545
2023-06-22,327.41364
2023-06-23,325.77502
2023-06-26,327.10363
2023-06-27,318.33481
2023-06-28,326.12932
2023-06-29,327.10363
2023-06-30,329.98229
2023-07-03,330.02657
2023-07-04,337.59965
2023-07-05,339.85828
2023-07-06,339.76971
2023-07-07,348.84854
2023-07-10,344.68556
2023-07-11,352.25864
2023-07-12,355.84588
2023-07-13,360.09743
2023-07-14,353.85297
2023-07-17,344.55270
2023-07-18,352.25864
2023-07-19,351.55004
2023-07-20,352.61293
2023-07-21,358.99026
2023-07-24,365.50044
2023-07-25,369.61913
2023-07-26,367.49336
2023-07-27,373.25066
2023-07-28,374.18069
2023-07-31,377.41364
2023-08-01,377.94508
2023-08-02,372.05492
2023-08-03,381.70948
2023-08-04,386.97963
2023-08-07,382.94951
2023-08-08,389.72542
2023-08-09,395.52702
2023-08-10,387.24535
2023-08-11,389.41541
2023-08-14,387.06820
2023-08-15,382.10806
2023-08-16,374.18069
2023-08-17,377.50221
2023-08-18,380.51373
2023-08-21,378.38795
2023-08-22,375.11072
2023-08-23,371.74491
2023-08-24,372.32064
2023-08-25,378.29938
2023-08-28,.
2023-08-29,382.50664
2023-08-30,383.61382
2023-08-31,386.58105
2023-09-01,398.49424
2023-09-04,400.44287
2023-09-05,404.11869
2023-09-06,406.51019
2023-09-07,403.72011
2023-09-08,406.77591
2023-09-11,407.30735
2023-09-12,414.43756
2023-09-13,412.04606
2023-09-14,421.61205
2023-09-15,423.16209
2023-09-18,424.93357
2023-09-19,425.64216
2023-09-20,418.77768
2023-09-21,414.96900
2023-09-22,416.25332
2023-09-25,416.34190
2023-09-26,418.33481
2023-09-27,430.02657
2023-09-28,427.98937
2023-09-29,424.53499
2023-10-02,403.94154
2023-10-03,418.33481
2023-10-04,397.82994
2023-10-05,390.96546
2023-10-06,389.10540
2023-10-09,404.65013
2023-10-10,401.68291
2023-10-11,387.86537
2023-10-12,391.49690
2023-10-13,417.75908
2023-10-16,402.96723
2023-10-17,409.74314
2023-10-18,407.39593
2023-10-19,412.40035
2023-10-20,415.05757
2023-10-23,406.90877
2023-10-24,389.72542
2023-10-25,399.20283
2023-10-26,391.71833
2023-10-27,401.81577
2023-10-30,401.81577
2023-10-31,384.49956
2023-11-01,384.94243
2023-11-02,394.24269
2023-11-03,387.73251
2023-11-06,386.66962
2023-11-07,369.48627
2023-11-08,360.76174
2023-11-09,362.00177
2023-11-10,370.50487
2023-11-13,372.40921
2023-11-14,372.89637
2023-11-15,364.92471
2023-11-16,344.24269
2023-11-17,359.69885
2023-11-20,368.68911
2023-11-21,365.01329
2023-11-22,362.09035
2023-11-23,358.06023
2023-11-24,353.49867
2023-11-27,352.03720
2023-11-28,361.64748
2023-11-29,367.49336
2023-11-30,361.91320
2023-12-01,348.62710
2023-12-04,346.14703
2023-12-05,342.20549
2023-12-06,329.18512
2023-12-07,328.65368
2023-12-08,336.31532
2023-12-11,335.47387
2023-12-12,328.21081
2023-12-13,328.34367
2023-12-14,341.23118
2023-12-15,340.30115
2023-12-18,349.37998
2023-12-19,353.49867
2023-12-20,359.16740
2023-12-21,357.52879
2023-12-22,355.31444
2023-12-25,.
2023-12-26,.
2023-12-27,358.59167
2023-12-28,350.04429
2023-12-29,344.06554
2024-01-01,.
2024-01-02,337.64393
2024-01-03,341.80691
2024-01-04,335.65102
2024-01-05,346.81134
2024-01-08,334.23384
2024-01-09,345.30558
2024-01-10,347.47564
2024-01-11,355.22586
2024-01-12,353.80868
2024-01-15,353.23295
2024-01-16,354.96014
2024-01-17,349.33570
2024-01-18,358.90168
2024-01-19,357.44021
2024-01-22,361.82462
2024-01-23,363.33038
2024-01-24,363.81754
2024-01-25,364.61470
2024-01-26,369.08769
2024-01-29,371.96634
2024-01-30,372.63065
2024-01-31,367.49336
2024-02-01,364.03897
2024-02-02,352.25864
2024-02-05,351.19575
2024-02-06,356.33304
2024-02-07,359.52170
2024-02-08,367.62622
2024-02-09,370.15058
2024-02-12,371.47919
2024-02-13,375.19929
2024-02-14,373.82640
2024-02-15,373.47210
2024-02-16,375.90788
2024-02-19,378.74225
2024-02-20,375.46501
2024-02-21,375.42073
2024-02-22,380.15943
2024-02-23,372.80779
2024-02-26,372.05492
2024-02-27,371.12489
2024-02-28,372.36492
2024-02-29,374.53499
2024-03-01,375.64216
2024-03-04,383.43667
2024-03-05,380.07086
2024-03-06,383.48096
2024-03-07,375.90788
2024-03-08,373.29495
2024-03-11,369.53056
2024-03-12,370.50487
2024-03-13,371.78919
2024-03-14,381.57662
2024-03-15,378.16652
2024-03-18,382.94951
2024-03-19,386.89105
2024-03-20,379.84942
2024-03-21,376.08503
2024-03-22,375.86360
2024-03-25,381.66519
2024-03-26,380.46944
2024-03-27,376.17360
2024-03-28,381.62090
2024-03-29,.
2024-04-01,.
2024-04-02,388.08680
2024-04-03,401.24004
2024-04-04,400.00000
2024-04-05,411.02746
2024-04-08,406.24446
2024-04-09,408.01594
2024-04-10,405.53587
2024-04-11,405.18158
2024-04-12,412.40035
2024-04-15,402.30292
2024-04-16,404.29584
2024-04-17,396.54562
2024-04-18,391.23118
2024-04-19,389.54827
2024-04-22,386.62533
2024-04-23,391.00974
2024-04-24,394.24269
2024-04-25,390.16829
2024-04-26,398.36138
2024-04-29,391.67405
2024-04-30,390.74402
2024-05-01,370.01771
2024-05-02,375.59787
2024-05-03,370.23915
2024-05-06,.
2024-05-07,366.20903
2024-05-08,365.10186
2024-05-09,368.77768
2024-05-10,369.30912
2024-05-13,368.37910
2024-05-14,358.72453
2024-05-15,354.20726
2024-05-16,361.60319
2024-05-17,364.21612
2024-05-20,362.75465
2024-05-21,359.69885
2024-05-22,353.85297
2024-05-23,350.97431
2024-05-24,349.51284
2024-05-27,.
2024-05-28,360.23029
2024-05-29,360.93888
2024-05-30,360.58459
2024-05-31,351.68291
2024-06-03,338.57396
2024-06-04,333.61382
2024-06-05,333.96811
2024-06-06,343.75554
2024-06-07,345.96988
2024-06-10,352.48007
2024-06-11,354.96014
2024-06-12,356.59876
2024-06-13,360.67316
2024-06-14,360.89460
2024-06-17,365.14615
2024-06-18,375.50930
2024-06-19,379.27369
2024-06-20,380.51373
2024-06-21,382.72808
2024-06-24,384.18955
2024-06-25,384.45527
2024-06-26,379.80514
2024-06-27,385.29672
2024-06-28,386.44818
2024-07-01,383.39238
